BOAT,HULL,WING_CONFIG_unk,MD4_SEL_DB_unk,MD4_SEL_RUD_unk,DATETIME,TIME_LOCAL_unk,race,leg,type,entry_bsp,exit_bsp,min_bsp,bsp_loss,entry_twa,exit_twa,orig_entry_twa,orig_exit_twa,entry_rh,exit_rh,entry_rh_stability,max_yaw_rate,db_down,two_DB_time,two_DB_Broadcast,flying,tws,pop_time,turn_min_rh,t_invert,t_to_lock,max_lat_gforce,max_fwd_gforce,max_gforce,drop_time_P,drop_time_S,unstow_time_P,unstow_time_S,stow_time_P,stow_time_S,boards_up_time_S,boards_up_time_P,press_sys_acc_start,press_sys_acc_end,press_sys_acc_delta,press_rake_acc_start,press_rake_acc_end,press_rake_acc_delta,pump_press_avg,pump_press_max,press_wing_acc_start,press_wing_acc_end,db_ud_ret_press_s_avg,db_ud_ret_press_s_max,db_ud_ret_press_p_avg,db_ud_ret_press_p_max,db_ud_ext_press_s_avg,db_ud_ext_press_s_max,db_ud_ext_press_p_avg,db_ud_ext_press_p_max,entry_heel,entry_pitch,exit_heel,exit_pitch,turning_time,t_swap,bsp_at_drop,heel_at_drop,pitch_at_drop,winward_rh_at_drop,db_cant_ret_press_p_avg,db_cant_ret_press_p_max,db_cant_ret_press_s_avg,db_cant_ret_press_s_max,db_cant_ext_press_p_avg,db_cant_ext_press_p_max,db_cant_ext_press_s_avg,db_cant_ext_press_s_max,entry_jib_lead,exit_jib_lead,entry_jib_sheet,exit_jib_sheet,entry_jib_sheet_pct,exit_jib_sheet_pct,max_rudder_angle,vmg_distance,b_diff,b_diff_1,b_diff_2,avg_TWD,distance,dist_2,bearing,bearing_2,theoretical_vmg,theoretical_target_vmg,theoretical_distance,theoretical_targ_distance,loss_vs_vmg,loss_vs_targ_vmg,drop_offset,drop_to_wind_axis,htw_bsp,entry_cant,exit_cant,cant_drop_target,cant_stow_target,dashboard,entry_tack
GER,GER,11.0,3.0,2.0,2025-01-19T03:58:25.600000+00:00,2025-01-19 16:58:44,07,6,gybe,73.3,67.91,58.3,15.0,138.7,148.0,-138.7,148.0,843.1,732.0,2000.0,18.38,6.8,8.8,12.2,1,33.0,1.0,507.2,,1.8,0,0,0,2.1,,0.13,,,0.0,8006.37,,183.861,176.28280000000007,7.578199999999924,201.55200000000002,194.32039999999998,7.231600000000043,182.91655,340.85,156.0482,154.25719999999998,125.40879999999999,349.69,177.29949999999997,381.57,5.3107999999999995,9.08,7.083099999999999,24.43,2.271,-2.4482,2.7908,-2.0888,4.2,-4.6,72.02,-0.08,-2.46,917.87,132.47000000000003,167.63,49.173399999999994,74.15,73.21580000000002,74.15,24.163399999999996,63.73,90.255,98.78420000000001,9.541000000000002,10.241000000000001,32.279799999999994,42.001,5.3,605.225290210674,2.0004590549553996,177.99562790713685,-2.0004590549553996,76.0545,605.6,605.5943712920391,-105.94987209286316,74.05404094504459,57.79080000000001,22.6188,642.1200000000001,251.32,36.89470978932616,-353.90529021067397,-0.5,5.4,,0.809,2.3936,2.0,2.0,https://data.sailgp.com/d/f6845b3b-2b56-4a16-aaf6-c1eb05640582/replay-singleboat-maneuvre-v2?orgId=2&from=1737259085600.0&to=1737259125600.0&var-BOAT=GER&var-EntryExitAvgTime=5s&var-datasource=strm,port
GER,GER,11.0,3.0,2.0,2025-01-19T03:59:06.800000+00:00,2025-01-19 16:59:25,07,6,gybe,71.24,59.26,44.4,26.839999999999996,146.2,132.6,146.2,-132.6,910.5,601.1,2000.0,21.93,6.8,9.0,12.2,1,34.0,2.0,433.2,,1.6,0,0,0,,2.04,,0.13,0.0,,,8048.77,184.708,169.46200000000002,15.245999999999981,204.6344,153.9812,50.6532,165.43165000000002,328.33,155.0958,157.9954,120.10764999999999,330.14,183.01595,390.1,7.2387,23.21,7.0026,9.01,3.035,-1.8728,1.8110000000000002,-1.9127999999999998,7.6,-4.6,71.68,4.76,-1.76,953.86,108.09620000000001,125.96,51.851800000000004,226.61,51.504400000000004,91.9,29.1154,62.38,98.81700000000001,99.99700000000001,10.2414,10.34,35.471199999999996,46.40079999999999,8.3,497.0831349102183,0.3300567391403888,179.66682999915042,-0.3300567391403888,69.0676,497.1,497.09138268858953,-111.26557000084956,68.73754326085961,58.1664,21.498800000000003,646.2933333333333,238.8755555555556,149.210198423115,-258.2075793546627,-0.5,5.4,,2.3924,-4.0306,2.0,2.0,https://data.sailgp.com/d/f6845b3b-2b56-4a16-aaf6-c1eb05640582/replay-singleboat-maneuvre-v2?orgId=2&from=1737259126800.0&to=1737259166800.0&var-BOAT=GER&var-EntryExitAvgTime=5s&var-datasource=strm,stbd
GER,GER,11.0,3.0,2.0,2025-01-19T03:31:14.600000+00:00,2025-01-19 16:31:33,06,3,tack,32.38,36.58,16.07,16.310000000000002,66.9,50.7,-66.9,50.7,99.8,969.4,2000.0,16.91,1.4,3.8,8.4,0,38.0,0.4,-165.8,,3.6,0,0,0,4.04,,0.48,,,0.0,6414.75,,172.82479999999998,161.48940000000002,11.335399999999964,196.25320000000002,124.6706,71.58260000000003,174.3166,352.72,155.8604,160.738,145.98595,351.48,203.65985,356.68,27.304899999999996,50.19,118.03785000000002,252.24,6.433799999999999,-0.05199999999999999,4.191400000000001,0.5546,5.6,3.6,22.83,-2.22,0.53,48.6,47.1924,139.47,113.58100000000002,141.3,24.755199999999995,52.58,20.265800000000002,64.95,80.2362,78.7596,8.718,8.618200000000002,45.843999999999994,48.50379999999999,17.7,246.15666412315312,9.163987829298307,9.163987829298307,-170.83752959937692,55.731049999999996,249.3,249.33908853039358,64.8950378292983,244.8935204006231,15.4648,21.229,171.8311111111111,235.87777777777777,-74.32555301204201,-10.278886345375355,-0.5,-1.8,,-4.8832,2.5862,6.0,1.0,https://data.sailgp.com/d/f6845b3b-2b56-4a16-aaf6-c1eb05640582/replay-singleboat-maneuvre-v2?orgId=2&from=1737257454600.0&to=1737257494600.0&var-BOAT=GER&var-EntryExitAvgTime=5s&var-datasource=strm,port
GER,GER,11.0,3.0,2.0,2025-01-19T03:51:42.600000+00:00,2025-01-19 16:52:01,07,2,gybe,59.54,60.25,46.65,12.89,139.0,79.8,-139.0,79.8,922.2,1183.1,2000.0,21.26,8.6,7.4,20.2,0,43.0,1.2,270.0,,3.4,0,0,0,3.79,,0.13,,,0.0,7610.76,,184.48280000000003,171.0784,13.404400000000038,202.84080000000003,128.6534,74.18740000000003,173.30800000000002,296.79,156.6424,150.3648,85.77690000000001,215.26,94.74700000000001,266.74,59.42470000000001,108.56,83.57959999999999,363.31,0.03919999999999999,-1.8439999999999999,2.2306,1.0868000000000002,12.4,-4.6,70.06,-0.99,-1.15,282.0,89.55879999999999,229.96,89.42640000000002,176.85,50.1774,81.03,39.256400000000006,117.82,93.9516,94.1584,9.844999999999999,9.861,45.01420000000001,26.581599999999995,9.7,291.4484760262889,8.931788566826,-171.07007159459386,8.931788566826,60.82955,295.0,295.02599724735546,-110.24052159459387,69.761338566826,44.68119999999999,70.583,496.45777777777766,784.2555555555555,205.00930175148875,492.80707952926656,-0.5,5.6,,1.4265999999999999,-2.8330000000000006,2.0,2.0,https://data.sailgp.com/d/f6845b3b-2b56-4a16-aaf6-c1eb05640582/replay-singleboat-maneuvre-v2?orgId=2&from=1737258682600.0&to=1737258722600.0&var-BOAT=GER&var-EntryExitAvgTime=5s&var-datasource=strm,port
GER,GER,11.0,3.0,2.0,2025-01-19T03:29:54+00:00,2025-01-19 16:30:13,06,1,gybe,82.23,63.26,55.64,26.590000000000003,136.1,144.5,136.1,-144.5,1044.7,901.8,1878.2,18.09,6.4,8.2,11.6,0,36.0,1.2,223.1,,2.0,0,0,0,,2.42,,0.13,0.0,,,6336.82,183.56659999999997,171.25979999999996,12.30680000000001,201.09459999999999,199.88600000000002,1.2085999999999615,182.4511,324.86,154.9076,156.2052,113.16,315.38,191.24585,384.83,38.08805,185.1,87.002,152.54,-0.13579999999999998,-2.2046000000000006,2.6636,-1.5692,4.6,-9.0,84.0,-0.07,-2.14,902.93,46.5648,74.42,123.36099999999999,134.13,20.722599999999996,68.28,68.85679999999999,70.0,88.0148,80.07719999999999,9.436800000000002,8.705,25.060600000000004,44.1988,6.0,591.4028908018599,7.283760990996434,-172.71994133623028,7.283760990996434,60.2571,596.2,596.2140905277458,-112.46284133623028,67.54086099099644,61.688599999999994,18.769799999999996,685.4288888888889,208.5533333333333,94.02599808702894,-382.84955746852665,-0.5,4.8,,2.4276,3.9671999999999996,2.0,2.0,https://data.sailgp.com/d/f6845b3b-2b56-4a16-aaf6-c1eb05640582/replay-singleboat-maneuvre-v2?orgId=2&from=1737257374000.0&to=1737257414000.0&var-BOAT=GER&var-EntryExitAvgTime=5s&var-datasource=strm,stbd
GER,GER,11.0,3.0,2.0,2025-01-19T03:57:08.200000+00:00,2025-01-19 16:57:27,07,5,tack,52.96,49.97,33.6,19.36,32.0,61.5,32.0,-61.5,713.3,779.8,1529.6,36.0,4.4,7.2,18.8,0,37.0,0.6,90.8,,2.2,0,0,0,,2.45,,0.54,0.0,,,7941.58,184.3006,170.92239999999998,13.378200000000021,203.2464,151.80960000000002,51.43679999999998,187.47165,350.92,154.2666,155.53820000000002,128.28380000000004,316.15,168.2998,411.79,9.11475,144.4,31.821649999999998,207.61,-0.6506000000000001,-2.0610000000000004,1.6334,-0.9694000000000002,3.6,-1.4,51.51,2.26,-1.95,898.19,175.99780000000007,189.56,31.8438,262.33,51.25619999999999,96.88,17.2344,53.07,52.501999999999995,52.921200000000006,6.416400000000001,6.4516,14.9112,26.128800000000002,19.0,365.4164865247903,6.866076357648772,6.866076357648772,-173.1361393300252,56.76145,368.1,368.0560748488572,63.627526357648776,243.6253106699748,44.9488,35.992200000000004,499.4311111111111,399.91333333333336,134.0146245863208,34.49684680854307,-0.5,2.6,,-2.9518000000000004,5.133599999999998,6.0,1.0,https://data.sailgp.com/d/f6845b3b-2b56-4a16-aaf6-c1eb05640582/replay-singleboat-maneuvre-v2?orgId=2&from=1737259008200.0&to=1737259048200.0&var-BOAT=GER&var-EntryExitAvgTime=5s&var-datasource=strm,stbd
GER,GER,11.0,3.0,2.0,2025-01-19T03:16:16.200000+00:00,2025-01-19 16:16:35,05,6,gybe,77.25,70.64,54.26,22.990000000000002,146.3,148.3,146.3,-148.3,1010.0,834.9,2000.0,22.02,6.2,7.0,10.8,1,38.0,0.6,410.2,,2.0,0,0,0,,2.53,,0.13,0.0,,,5537.47,184.34220000000002,174.61640000000003,9.725799999999992,203.9874,188.36540000000002,15.621999999999986,190.78119999999998,358.55,159.6932,159.849,57.03039999999999,153.04,208.7346,429.66,20.57045,51.13,7.088000000000001,9.23,2.4954,-1.3573999999999997,1.5626,-1.8426,3.4,-3.0,76.07,1.7,-2.02,985.47,67.225,75.61,58.143600000000006,140.46,32.9384,51.53,31.7936,57.96,64.8934,82.83319999999999,7.447599999999999,8.9472,33.4728,34.70740000000001,7.2,665.7553703297406,4.078971660437723,-175.92499605714625,4.078971660437723,58.13530000000001,667.4,667.4460403178211,-117.78969605714624,62.21427166043773,67.15599999999999,17.4404,746.1777777777777,193.7822222222222,80.42240744803712,-471.97314810751834,-0.5,4.6,,2.2438,2.3738,2.0,2.0,https://data.sailgp.com/d/f6845b3b-2b56-4a16-aaf6-c1eb05640582/replay-singleboat-maneuvre-v2?orgId=2&from=1737256556200.0&to=1737256596200.0&var-BOAT=GER&var-EntryExitAvgTime=5s&var-datasource=strm,stbd
GER,GER,11.0,3.0,2.0,2025-01-19T02:32:31.600000+00:00,2025-01-19 15:32:50,05,0,tack,57.5,35.68,17.13,40.370000000000005,39.1,33.4,-39.1,33.4,1033.7,227.2,2000.0,39.35,5.6,7.0,9.4,1,35.0,1.6,806.0,,1.4,0,0,0,1.79,,0.37,,,0.0,2942.6,,277.09719999999993,222.39199999999997,54.70519999999996,200.92300000000003,201.77620000000002,-0.8531999999999869,187.40880000000004,377.43,157.2534,155.9592,97.18175,338.71,182.62675,367.24,16.813200000000002,28.85,6.8077,15.21,-0.37079999999999996,-1.9722000000000002,3.4204000000000003,-0.051200000000000016,3.6,-3.2,53.33,1.36,-1.76,1008.08,62.07040000000001,150.93,175.2128,194.63,34.9346,51.0,41.0534,96.76,50.82220000000001,86.749,6.2799999999999985,9.2412,23.666400000000003,43.676,21.0,416.629418426272,12.240318841829193,12.240318841829193,-167.7624671734249,64.2581,426.3,426.3209976386978,76.49841884182919,256.4956328265751,45.78379999999999,35.7944,508.7088888888888,397.71555555555557,92.07947046261677,-18.913862870716457,-0.5,4.4,,0.4694,3.3156000000000008,6.0,1.0,https://data.sailgp.com/d/f6845b3b-2b56-4a16-aaf6-c1eb05640582/replay-singleboat-maneuvre-v2?orgId=2&from=1737253931600.0&to=1737253971600.0&var-BOAT=GER&var-EntryExitAvgTime=5s&var-datasource=strm,port
GER,GER,11.0,3.0,2.0,2025-01-19T02:44:12.200000+00:00,2025-01-19 15:44:31,05,0,tack,31.19,46.14,10.83,20.36,69.8,61.9,-69.8,61.9,188.8,649.1,2000.0,17.23,7.0,12.4,14.2,0,37.0,2.2,-268.3,,1.0,0,0,0,2.26,,0.13,,,0.0,3647.71,,284.9376,39.9914,244.94619999999998,198.4218,179.87359999999998,18.54820000000001,176.75064999999998,351.91,157.5148,160.36780000000002,125.95445,349.43,168.0154,372.37,30.289949999999997,51.26,64.35770000000001,110.82,9.795599999999999,0.1882,3.213,-1.1802,7.4,-2.6,36.4,14.23,-0.05,1231.24,13.045200000000001,129.15,105.99680000000001,179.11,8.398399999999999,20.76,10.1274,80.24,99.99700000000001,100.0,10.34,10.34,58.535999999999994,45.51200000000001,19.9,209.62113112721286,10.394165217667506,10.394165217667506,-169.60709243198906,51.0164,213.1,213.11843683735097,61.410565217667504,241.40930756801095,13.1186,28.343999999999998,145.76222222222222,314.93333333333334,-63.85890890499064,105.31220220612047,-0.5,6.2,,2.4696,2.9229999999999996,6.0,1.0,https://data.sailgp.com/d/f6845b3b-2b56-4a16-aaf6-c1eb05640582/replay-singleboat-maneuvre-v2?orgId=2&from=1737254632200.0&to=1737254672200.0&var-BOAT=GER&var-EntryExitAvgTime=5s&var-datasource=strm,port
GER,GER,11.0,3.0,2.0,2025-01-19T02:45:38.400000+00:00,2025-01-19 15:45:57,05,0,gybe,78.95,68.98,54.74,24.21,152.1,153.3,152.1,-153.3,1094.4,737.0,2000.0,15.62,8.0,,27.0,0,41.0,-0.6,130.3,,2.0,0,0,0,,2.56,,0.13,0.0,,,3735.73,259.97520000000003,17.918200000000002,242.05700000000002,201.04500000000004,184.90039999999996,16.144600000000082,176.84625,373.07,157.37720000000002,155.09,113.08675,346.37,125.79715000000002,412.43,6.76445,16.9,67.01195,241.97,-0.2784,-2.2546,1.614,-1.8773999999999997,4.2,14.6,81.74,1.17,-2.78,1095.01,33.708800000000004,136.94,50.07000000000001,139.12,18.307999999999996,71.79,27.853199999999998,66.0,100.0,99.99900000000001,10.34,10.34,32.65240000000001,48.85460000000001,6.0,713.7416676898562,6.169137459354047,-173.83527954562834,6.169137459354047,60.127449999999996,717.9,717.8990253130892,-113.70782954562836,66.29658745935404,70.886,39.40579999999999,787.622222222222,437.8422222222221,73.88055453236586,-275.89944546763405,-0.5,6.2,,2.7894000000000005,2.5688,2.0,2.0,https://data.sailgp.com/d/f6845b3b-2b56-4a16-aaf6-c1eb05640582/replay-singleboat-maneuvre-v2?orgId=2&from=1737254718400.0&to=1737254758400.0&var-BOAT=GER&var-EntryExitAvgTime=5s&var-datasource=strm,stbd
GER,GER,11.0,3.0,2.0,2025-01-19T02:56:58.600000+00:00,2025-01-19 15:57:17,05,0,tack,63.11,39.4,21.35,41.76,81.0,58.4,-81.0,58.4,694.5,405.0,2000.0,16.14,10.6,8.2,13.4,0,38.0,4.8,-40.8,,3.2,0,0,0,3.37,,0.13,,,0.0,4403.0,,176.607,164.158,12.449000000000012,202.4982,194.0562,8.442000000000007,173.04330000000002,333.67,155.7328,152.5998,157.9535,344.9,143.1511,361.93,16.4866,31.99,15.55125,208.72,6.5165999999999995,-1.1163999999999998,5.2538,-0.9865999999999999,5.0,-6.8,62.61,1.92,-1.68,850.96,23.065199999999994,85.06,125.49700000000001,144.83,13.5888,35.03,40.5,90.37,100.0,100.0,10.34,10.34,46.021,75.5722,10.0,267.2253125893944,33.9833297507115,33.9833297507115,-146.01883611071673,55.77310000000001,322.3,322.2687371442831,89.7564297507115,269.75426388928327,10.1226,36.165600000000005,112.47333333333333,401.84000000000003,-154.75197925606105,134.61468741060565,-0.5,7.8,,-0.8552,-3.14,6.0,1.0,https://data.sailgp.com/d/f6845b3b-2b56-4a16-aaf6-c1eb05640582/replay-singleboat-maneuvre-v2?orgId=2&from=1737255398600.0&to=1737255438600.0&var-BOAT=GER&var-EntryExitAvgTime=5s&var-datasource=strm,port
GER,GER,11.0,3.0,2.0,2025-01-19T02:58:16.200000+00:00,2025-01-19 15:58:35,05,0,gybe,77.81,69.17,59.08,18.730000000000004,139.8,146.2,139.8,-146.2,1035.2,673.5,1954.5,19.83,6.8,7.8,11.0,1,33.0,0.4,615.9,,1.8,0,0,0,,2.33,,0.13,0.0,,,4482.6,182.48239999999998,171.83638297872346,10.64601702127652,202.4948,203.50021276595749,-1.0054127659574874,189.01040609137053,351.96,158.8642,157.68170212765958,107.41822335025381,301.38,203.8219796954315,411.69,12.294263959390863,75.63,9.515482233502539,12.29,2.4257999999999997,-2.1784,3.326382978723403,-1.8844680851063829,4.4,-19.6,73.14,0.08,-1.93,1101.65,22.8472,49.41,94.9404,190.23,32.819599999999994,63.31,51.82899999999999,64.53,100.0,99.99787234042553,10.34,10.339999999999996,34.660199999999996,35.55893617021277,6.8,624.7316256869186,8.547843615636651,-171.4561119551616,8.547843615636651,60.17137055837564,631.7,631.7490349102239,-111.28474139678595,68.7192141740123,62.91400000000001,19.429000000000002,699.0444444444446,215.8777777777778,74.31281875752597,-408.8538479091408,-0.5,5.2,,0.5236,2.2940425531914888,2.0,2.0,https://data.sailgp.com/d/f6845b3b-2b56-4a16-aaf6-c1eb05640582/replay-singleboat-maneuvre-v2?orgId=2&from=1737255476200.0&to=1737255516200.0&var-BOAT=GER&var-EntryExitAvgTime=5s&var-datasource=strm,stbd
GER,GER,11.0,3.0,2.0,2025-01-19T02:59:19.200000+00:00,2025-01-19 15:59:38,05,0,gybe,55.29,47.72,33.4,21.89,93.4,38.4,-93.4,38.4,676.7,920.7,2000.0,33.1,5.2,,24.4,0,38.0,1.4,385.7,,1.4,0,0,0,1.91,,0.57,,,0.0,4541.49,,172.1435,157.611,14.532499999999999,196.01500000000001,147.9608,48.05420000000001,170.2201052631579,349.29,153.2805,161.58859999999999,119.1265789473684,350.9,176.16778947368422,377.77,8.719947368421053,18.96,8.116473684210526,15.51,0.9955,-1.4969999999999999,3.4306,0.35240000000000005,3.2,-2.8,61.53,0.13,-1.5,831.37,54.652750000000005,186.72,280.29575,381.1,33.073750000000004,68.88,56.414750000000005,195.62,67.799,99.7034,7.6850000000000005,10.316399999999998,40.306000000000004,45.461800000000004,14.4,331.5909891346445,10.277133979182707,10.277133979182707,-169.72499389531427,59.69815789473685,337.0,336.99767287501146,69.97529187391956,249.97316399942258,1.8409999999999993,12.31825,20.45555555555555,136.86944444444444,-311.13543357908895,-194.72154469020003,-0.5,4.2,,-4.3365,3.1506,2.0,2.0,https://data.sailgp.com/d/f6845b3b-2b56-4a16-aaf6-c1eb05640582/replay-singleboat-maneuvre-v2?orgId=2&from=1737255539200.0&to=1737255579200.0&var-BOAT=GER&var-EntryExitAvgTime=5s&var-datasource=strm,port
GER,GER,11.0,3.0,2.0,2025-01-19T03:07:17.200000+00:00,2025-01-19 16:07:36,05,0,tack,39.56,21.43,11.9,27.660000000000004,53.7,43.9,-53.7,43.9,195.5,-101.8,2000.0,24.83,2.0,5.4,11.0,0,37.0,2.2,-339.6,,3.8,0,0,0,4.49,,0.43,,,0.0,5013.41,,175.6466,163.8032,11.843400000000003,201.1902,157.1882,44.00200000000001,194.43035,353.13,153.8628,159.9526,121.1168,353.06,207.45275,380.01,55.45635,90.15,90.8815,240.84,2.1964,-1.4072,1.8158,0.38,13.0,3.4,26.77,-2.3,2.35,-58.02,84.13539999999999,158.44,35.364000000000004,167.68,45.615,51.08,12.728199999999998,71.31,100.0,100.0,10.34,10.34,35.4024,70.5816,19.2,213.39304433566105,30.32996847048623,30.32996847048623,-149.67169003100113,63.16299999999999,247.2,247.23119758676324,93.49296847048622,273.49130996899885,24.5568,35.5642,272.8533333333333,395.15777777777777,59.46028899767225,181.76473344211672,-0.5,-1.4,,1.9362000000000004,5.402,6.0,1.0,https://data.sailgp.com/d/f6845b3b-2b56-4a16-aaf6-c1eb05640582/replay-singleboat-maneuvre-v2?orgId=2&from=1737256017200.0&to=1737256057200.0&var-BOAT=GER&var-EntryExitAvgTime=5s&var-datasource=strm,port
GER,GER,11.0,3.0,2.0,2025-01-19T03:28:16.200000+00:00,2025-01-19 16:28:35,06,0,tack,50.71,25.89,9.18,41.53,72.7,56.6,-72.7,56.6,378.8,-55.1,2000.0,16.92,4.6,5.6,11.4,0,39.0,2.6,-272.3,,3.4,0,0,0,4.1,,0.13,,,0.0,6240.53,,180.96740000000003,169.96259999999998,11.004800000000046,202.702,159.79579999999999,42.90620000000001,189.69215,329.16,154.0918,107.413,137.9501,347.67,176.80794999999998,356.29,30.543699999999998,51.64,98.63055000000003,201.3,6.2216000000000005,-1.2505999999999997,3.2483999999999997,-0.2894,10.0,2.0,34.6,1.43,2.06,181.22,28.8488,129.44,152.61460000000002,172.79,16.7704,28.09,40.2204,83.82,100.0,99.99400000000001,10.34,10.34,46.18679999999999,41.647200000000005,27.3,197.30189373562277,37.5835448470462,37.5835448470462,-142.41812559617972,55.769850000000005,249.0,248.97242528090308,93.3533948470462,273.3517244038203,14.626400000000004,36.3716,162.5155555555556,404.12888888888887,-34.78633818006716,206.8269951532661,-0.5,1.6,,-0.06760000000000001,-0.8602000000000001,6.0,1.0,https://data.sailgp.com/d/f6845b3b-2b56-4a16-aaf6-c1eb05640582/replay-singleboat-maneuvre-v2?orgId=2&from=1737257276200.0&to=1737257316200.0&var-BOAT=GER&var-EntryExitAvgTime=5s&var-datasource=strm,port
GER,GER,11.0,3.0,2.0,2025-01-19T03:10:22.400000+00:00,2025-01-19 16:10:41,05,3,tack,54.63,49.88,37.09,17.54,52.2,51.0,52.2,-51.0,934.5,736.2,2000.0,31.68,5.2,6.6,10.4,0,41.0,1.0,152.4,,2.2,0,0,0,,2.64,,0.13,0.0,,,5199.52,183.5276,172.1958,11.331800000000015,200.9044,140.4892,60.4152,176.00394999999997,346.61,152.828,154.7644,95.81784999999999,241.67,180.1493,412.5,48.195550000000004,136.24,93.57820000000001,163.37,2.3046,-1.8656,1.3781999999999999,-1.5515999999999996,3.4,-1.0,57.16,-0.45,-3.17,764.26,175.8134,298.28,73.2408,190.4,38.3474,197.0,42.871999999999986,43.29,71.7924,55.512200000000014,8.058399999999999,6.719000000000001,31.062799999999996,28.3164,17.2,414.563658444478,5.109321458959698,-5.109321458959698,174.8881711949465,68.81005,416.2,416.21746106532663,63.700728541040306,243.69822119494648,35.485600000000005,36.336800000000004,394.2844444444445,403.74222222222227,-20.279214000033505,-10.821436222255727,-0.5,3.2,,-4.7097999999999995,-1.6751999999999998,6.0,1.0,https://data.sailgp.com/d/f6845b3b-2b56-4a16-aaf6-c1eb05640582/replay-singleboat-maneuvre-v2?orgId=2&from=1737256202400.0&to=1737256242400.0&var-BOAT=GER&var-EntryExitAvgTime=5s&var-datasource=strm,stbd
GER,GER,11.0,3.0,2.0,2025-01-19T03:11:25.200000+00:00,2025-01-19 16:11:44,05,3,tack,60.48,39.77,37.11,23.369999999999997,46.8,34.8,-46.8,34.8,893.0,809.2,1948.1,34.68,5.6,6.0,9.2,1,40.0,1.4,748.4,,2.0,0,0,0,2.32,,0.4,,,0.0,5249.61,,184.1666,173.922,10.244599999999991,202.4008,185.58120000000002,16.81959999999998,168.9466,315.01,152.2052,156.46859999999998,139.14665000000002,339.93,185.60420000000002,388.14,38.05195,70.35,12.538799999999998,130.68,-0.1382,-2.4019999999999997,1.1122,0.0378,3.8,-3.0,59.72,0.28,-2.68,1095.93,122.58900000000001,177.05,189.47619999999995,202.42,68.3988,68.94,57.937000000000005,114.75,52.642799999999994,46.7284,6.428000000000001,5.9975999999999985,20.0802,31.393599999999996,14.4,406.6461808227477,15.30770441321171,15.30770441321171,-164.69498819722523,56.57925,421.6,421.60387365193645,71.88695441321171,251.88426180277477,41.57820000000001,37.00560000000001,461.9800000000001,411.1733333333334,55.333819177252394,4.527152510585722,-0.5,3.8,,-2.5063999999999997,4.9212,6.0,1.0,https://data.sailgp.com/d/f6845b3b-2b56-4a16-aaf6-c1eb05640582/replay-singleboat-maneuvre-v2?orgId=2&from=1737256265200.0&to=1737256305200.0&var-BOAT=GER&var-EntryExitAvgTime=5s&var-datasource=strm,port
GER,GER,11.0,3.0,2.0,2025-01-19T03:12:35.400000+00:00,2025-01-19 16:12:54,05,4,gybe,84.65,78.04,62.01,22.640000000000008,146.1,148.4,146.1,-148.4,1101.5,910.2,1585.7,20.65,6.6,8.6,12.0,1,43.0,0.6,659.5,,1.8,0,0,0,,2.17,,0.13,0.0,,,5322.57,183.86199999999997,180.9808,2.8811999999999784,203.47079999999997,199.96559999999997,3.505200000000002,197.35809999999998,336.51,157.2178,152.71099999999998,109.36885000000001,303.18,206.75190000000003,412.75,22.97245,122.25,9.14875,13.28,0.9266,-2.1458,1.9356,-1.4775999999999998,4.4,-10.6,84.71,2.41,-1.76,1233.6,55.986599999999996,91.64,33.751000000000005,109.49,14.889600000000003,63.66,18.036,41.98,75.6186,78.028,8.385399999999999,8.5356,27.8374,36.104,6.0,727.9917918985011,5.21583775486998,-174.78855771281889,5.21583775486998,58.27300000000001,731.0,731.0187153740217,-116.51555771281886,63.48883775486999,72.1204,67.16019999999999,801.3377777777778,746.2244444444443,73.34598587927667,18.23265254594321,-0.5,5.2,,2.1634,2.6752,2.0,2.0,https://data.sailgp.com/d/f6845b3b-2b56-4a16-aaf6-c1eb05640582/replay-singleboat-maneuvre-v2?orgId=2&from=1737256335400.0&to=1737256375400.0&var-BOAT=GER&var-EntryExitAvgTime=5s&var-datasource=strm,stbd
GER,GER,11.0,3.0,2.0,2025-01-19T03:13:28.400000+00:00,2025-01-19 16:13:47,05,4,gybe,64.59,36.89,17.16,47.43000000000001,140.9,57.2,-140.9,57.2,694.2,558.1,2000.0,17.93,4.2,9.4,15.0,0,41.0,-0.6,-271.6,,4.6,0,0,0,5.24,,0.13,,,0.0,5377.59,,184.3278,171.31679999999997,13.011000000000024,202.4934,165.46020000000001,37.033199999999994,194.59709999999998,339.17,154.292,161.86399999999998,90.49529999999999,346.74,196.14905000000002,394.46,19.823999999999998,31.32,106.07889999999999,311.15,1.3931999999999995,-2.0476,3.9765999999999995,0.3068,15.4,3.4,52.14,-5.06,-1.14,1062.65,59.636,125.17,137.2982,183.94,31.962000000000003,43.01,59.3556,128.26,73.87140000000001,58.5294,8.1998,6.975600000000002,48.85459999999999,38.638,14.4,27.71351030373362,77.83250153917304,77.83250153917304,-102.16814993885657,54.67014999999999,131.5,131.48678147557305,132.50265153917303,312.5020000611434,48.6474,70.42339999999999,540.5266666666666,782.4822222222222,512.813156362933,754.7687119184885,-0.5,0.0,,-5.485400000000001,2.4386,2.0,2.0,https://data.sailgp.com/d/f6845b3b-2b56-4a16-aaf6-c1eb05640582/replay-singleboat-maneuvre-v2?orgId=2&from=1737256388400.0&to=1737256428400.0&var-BOAT=GER&var-EntryExitAvgTime=5s&var-datasource=strm,port
